laptop_ID,Price_in_euros
1183,1731.5759046136163
589,598.0385806054003
962,522.5663457776564
989,912.4780959959434
361,929.6179429764428
849,1736.4604564008516
1067,710.6513550569148
1,1346.2579261155288
380,1074.8410689799196
344,319.09353560923967
683,1676.940823023764
405,2211.4517508949925
602,582.2010154830435
1296,337.27150297293133
782,1094.56636305766
91,1398.9456798963251
1122,1057.3436200404283
251,678.0214513678952
218,831.8628591196991
941,1173.0848845455896
533,592.4118967081511
1258,464.51235884293794
1059,1198.1580711680288
905,1644.831244263929
220,1177.4865105646968
230,856.2601706445073
1319,684.0621875291465
265,1006.3862925617921
906,1588.0037907706799
880,2052.208570212616
733,534.875716210617
1004,1266.6818482643985
866,771.6226156240505
80,343.88557886896467
1278,993.4466495485049
744,2133.540974448515
1010,1646.5472419312582
351,1915.0123421868925
524,1549.6848460666795
573,922.5689806420013
208,2147.294241789011
799,1234.6848649615604
97,1208.510547917346
375,1585.1323630082093
1076,628.4153925388134
189,1273.3821125117288
225,851.217846101053
1084,1344.8840372376103
1029,1178.2867078846282
1248,1901.846364163036
73,1177.4865105646968
1178,1477.841726517361
659,829.3735814816405
87,1737.031225778195
474,809.5530524255255
1111,716.7932481243656
56,933.1510459448893
816,619.8072955644227
1077,1241.3392889777137
348,654.6618304315317
664,912.3504745125781
536,1132.1005100082557
248,818.5312031801491
3,919.401996546841
170,340.9419545449148
555,545.2396837282062
612,2410.091473161803
1239,1235.2609630328982
981,666.7618691539243
487,900.5290547212251
404,949.7915769791896
1031,1690.4593587703025
1314,178.67284547721772
320,961.9159840037728
729,1109.2967474222585
1107,1377.1379424694428
314,396.5564989930672
1273,319.09353560923967
1270,683.2077078938112
693,2839.3696114571594
1205,659.0552271918367
911,1129.291565864361
272,542.4786789021298
532,1169.9985144344448
1102,1194.8983978147382
1182,697.4100123818409
839,5795.302788127475
529,1216.8004140350135
863,1040.1336293607535
772,1019.9252857254146
1221,1927.9864591223877
759,586.1499005675594
1194,764.3314783444823
821,1504.3590275990873
497,755.3627476209465
100,641.6474873459063
1204,1540.4802333599805
1071,620.7388708484721
1202,775.1709718030406
881,687.5004531464589
919,561.9329990476683
968,1477.841726517361
299,919.8281946806201
632,754.2478667738035
36,402.5637278144022
193,1006.3862925617921
1274,2163.692942271762
481,1626.5306148726409
143,444.8579016872644
999,588.1992547961079
383,515.7868817401057
1075,2305.6087019537717
168,340.9419545449148
515,1974.2357065679994
662,508.8478197071722
1150,1129.1291170138854
108,573.6877911894292
997,995.4068576548977
103,1033.494589151635
308,576.6714389378125
975,1614.840783705233
872,1035.4254502232695
1170,858.1730132475218
425,580.6787778257511
179,532.7873027692789
217,473.35990959902983
803,1250.034080369866
1148,1364.3297329074642
814,1455.9095298320774
774,857.263053660878
908,1094.56636305766
1006,355.83835938559935
1247,1235.2057387385992
707,682.8612124557274
1230,1481.6561554883237
381,600.594428793718
882,434.5625853354859
708,738.0706466054817
502,1444.9609991841069
1169,306.6719319678974
550,829.3735814816405
1096,3010.2388811566416
24,1011.7234032865618
784,1181.3843194545784
556,1244.3011823914053
807,1619.0622505004087
1245,489.5885694994731
751,1138.6412376611904
1039,1336.2785796011692
1176,898.7792947667116
797,2329.3726946861816
830,922.3585042786611
865,894.9097896712037
313,925.6433555041053
1217,1730.939482051179
1046,1335.551395408064
1253,444.905287745131
931,1815.138942635175
232,854.7562468156417
1174,1815.138942635175
969,2249.8397356221285
548,513.4817062243113
164,590.765691287859
1047,1374.2184114691945
77,1054.967699992654
652,490.5641178772371
554,692.8243810105735
512,1322.0853416845287
1127,476.56806630279266
1131,2120.965879825456
785,1687.239023715143
140,1112.2043119372174
1225,502.1083693965728
922,2091.0111256721852
479,1632.3353809260584
544,594.7681524602835
841,571.5399040443838
478,883.2805945920121
1155,1207.5179874186256
113,1385.3974742372693
284,932.650416877796
415,447.79797856707376
735,761.875814591996
604,1033.8281992066816
33,637.6714721477915
177,616.5616706435694
363,877.8796600055674
888,1339.985779606791
530,557.6160591524513
150,454.3958338673526
62,1025.4621646078294
1212,1197.7484392805977
752,2555.543737019959
851,3336.726902424061
1097,640.1895765106344
84,987.9003607630792
1042,1054.1301783363501
605,1431.8992864808476
668,1137.2238811050015
1066,948.0554511552289
1237,1478.3234414929286
1259,1578.4591599422743
198,955.9056265654675
617,3831.552178186448
420,1361.2811533102144
1267,1852.8550909848313
11,669.6044964698946
800,463.942058235118
829,435.0123241617599
368,692.8900583078989
1164,1608.4629657176258
809,2164.81538324328
1255,783.3321305685104
793,1974.2063585014034
1142,1368.1365482685273
47,497.0830942886802
1264,824.2719209691486
428,850.177736961133
1308,452.39037057199675
374,903.6564578535404
301,1041.8536547254243
767,2271.357757833536
1009,805.4513422696808
82,915.7469858559972
280,661.4123287098853
940,1585.1323630082093
1172,1477.5565131931232
1157,1177.0521794352237
1238,1111.6881955871308
315,1342.2119681454415
583,2057.594338082612
704,2277.4207773618327
649,623.9150751186612
897,431.3501641856915
1064,1753.0740728638493
147,487.2620616504712
274,943.3363935847408
1087,1624.7877510328376
1193,723.0484476050683
1045,514.9400753376417
433,929.6179429764428
68,396.4155464039012
1141,640.1895765106344
777,1583.410661867637
72,913.1859228726194
900,614.891003970389
419,460.82536277617965
577,1888.8887123574243
656,1556.0238738514104
249,1619.0622505004087
713,849.6702188163581
1272,337.27150297293133
300,1105.5579310213323
457,686.8291998243212
268,542.800251977693
122,965.054787636434
531,945.3415220983403
399,623.2550998975634
109,396.5564989930672
971,752.4237690557563
310,329.1281505659713
692,1445.6150990446176
392,599.2025083005042
812,1229.2267727061228
794,1956.5383680426835
950,354.0955278113157
173,653.4438524562929
892,971.4657828105134
1143,1036.9034388936861
665,1163.5887783868056
776,1794.2697798492163
868,1733.1751465214734
658,3711.756560403064
1023,806.8305902613893
495,2236.1979978304776
885,1258.7585542057154
1220,1395.2935528609441
332,520.6280624552608
192,1410.422311636522
429,1111.3860984888463
1079,1831.7877467741757
846,616.5616706435694
561,915.1758802639226
330,517.095864552645
158,649.1790145793602
127,556.058025210635
38,945.3415220983403
1032,1401.28149924559
1201,584.5886278191576
646,1599.85302564734
679,943.7970314902911
820,2059.364120489414
948,911.4458019379574
483,2158.909127083444
1017,889.581083454593
421,1504.1736435224202
